date,latitude,longitude,lat_lon,tmean,tmin,tmax,tdmean,vpdmin,vpdmax,ppt
1/3/2020,44.67452164,-122.1965255,44.67452163642578_-122.19652554161657,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67452164,-122.196256,44.67452163642578_-122.19625604703133,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67452164,-122.1959866,44.67452163642578_-122.19598655244609,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67452164,-122.1957171,44.67452163642578_-122.19571705786085,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67479113,-122.1965255,44.67479113101102_-122.19652554161657,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67479113,-122.196256,44.67479113101102_-122.19625604703133,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67479113,-122.1959866,44.67479113101102_-122.19598655244609,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67479113,-122.1957171,44.67479113101102_-122.19571705786085,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67506063,-122.196795,44.67506062559625_-122.19679503620178,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67506063,-122.1965255,44.67506062559625_-122.19652554161657,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67506063,-122.196256,44.67506062559625_-122.19625604703133,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67506063,-122.1959866,44.67506062559625_-122.19598655244609,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67506063,-122.1957171,44.67506062559625_-122.19571705786085,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67533012,-122.196795,44.67533012018149_-122.19679503620178,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67533012,-122.1965255,44.67533012018149_-122.19652554161657,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67533012,-122.196256,44.67533012018149_-122.19625604703133,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67533012,-122.1959866,44.67533012018149_-122.19598655244609,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67533012,-122.1957171,44.67533012018149_-122.19571705786085,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67559961,-122.1970645,44.675599614766725_-122.19706453078702,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67559961,-122.196795,44.675599614766725_-122.19679503620178,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67559961,-122.1965255,44.675599614766725_-122.19652554161657,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67559961,-122.196256,44.675599614766725_-122.19625604703133,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67559961,-122.1959866,44.675599614766725_-122.19598655244609,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67559961,-122.1957171,44.675599614766725_-122.19571705786085,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67586911,-122.1970645,44.67586910935196_-122.19706453078702,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67586911,-122.196795,44.67586910935196_-122.19679503620178,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67586911,-122.1965255,44.67586910935196_-122.19652554161657,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67586911,-122.196256,44.67586910935196_-122.19625604703133,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67586911,-122.1959866,44.67586910935196_-122.19598655244609,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.6761386,-122.1970645,44.6761386039372_-122.19706453078702,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.6761386,-122.196795,44.6761386039372_-122.19679503620178,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.6761386,-122.1965255,44.6761386039372_-122.19652554161657,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.6761386,-122.196256,44.6761386039372_-122.19625604703133,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.6761386,-122.1959866,44.6761386039372_-122.19598655244609,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.6764081,-122.1970645,44.67640809852243_-122.19706453078702,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.6764081,-122.196795,44.67640809852243_-122.19679503620178,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.6764081,-122.1965255,44.67640809852243_-122.19652554161657,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.6764081,-122.196256,44.67640809852243_-122.19625604703133,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.6764081,-122.1959866,44.67640809852243_-122.19598655244609,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.6764081,-122.1892492,44.67640809852243_-122.18924918781518,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.6764081,-122.1889797,44.67640809852243_-122.18897969322994,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
1/3/2020,44.67667759,-122.196795,44.67667759310767_-122.19679503620178,5.652000427,0.463999987,10.84000015,0.035999998,0.068000004,8.569999695,5.959000111
